XP_006496855.1	NP_001103989.1	45.755	636	306	21	5	628	33	641	4.80e-147	442
XP_006496855.1	NP_001071188.1	37.031	586	278	22	64	610	101	634	7.83e-81	270
XP_006496855.1	XP_017207928.1	29.661	118	62	3	278	388	203	306	2.12e-07	55.1
XP_006496855.1	XP_009297197.2	29.661	118	62	3	278	388	204	307	2.15e-07	55.1
XP_006496855.1	NP_998697.2	28.169	142	81	5	278	400	227	366	1.36e-06	52.8
XP_006496855.1	XP_005167211.1	28.169	142	81	5	278	400	227	366	1.36e-06	52.8
XP_006496855.1	NP_001018509.1	32.143	84	51	1	278	355	210	293	1.70e-06	52.4
XP_006496855.1	NP_956017.1	35.156	128	64	4	208	328	181	296	1.37e-05	48.9
XP_006496855.1	XP_021325841.1	32.653	98	57	2	237	329	245	338	2.72e-05	48.1
XP_006496855.1	XP_009303760.1	34.694	98	58	2	252	343	72	169	3.80e-05	47.0
XP_006496855.1	NP_957203.1	41.379	58	34	0	271	328	253	310	4.31e-05	47.4
XP_006496855.1	XP_005171461.1	35.714	84	45	1	245	328	28	102	5.45e-05	44.3
XP_006496855.1	XP_009303762.1	35.870	92	53	2	252	337	72	163	6.69e-05	45.4
XP_006496855.1	XP_005167757.1	41.071	56	33	0	273	328	261	316	1.09e-04	46.2
XP_006496855.1	XP_005167758.1	41.071	56	33	0	273	328	261	316	1.09e-04	46.2
XP_006496855.1	NP_001229967.1	26.113	337	176	15	18	328	33	322	1.32e-04	46.2
XP_006496855.1	XP_683024.3	35.714	84	45	1	245	328	218	292	1.40e-04	45.8
XP_006496855.1	XP_005171460.1	35.714	84	45	1	245	328	179	253	1.40e-04	45.4
XP_006496855.1	XP_021325839.1	39.623	53	32	0	277	329	335	387	1.48e-04	45.8
XP_006496855.1	XP_009301585.1	38.158	76	36	1	253	328	281	345	3.13e-04	45.1
XP_006496855.1	XP_005169023.1	38.158	76	36	1	253	328	281	345	3.13e-04	45.1
XP_006496855.1	XP_009301586.1	38.158	76	36	1	253	328	281	345	3.24e-04	45.1
XP_006496855.1	NP_001017664.1	42.308	52	30	0	277	328	49	100	0.002	39.3
XP_006496855.1	XP_021325840.1	42.308	52	30	0	277	328	335	386	0.005	41.2
XP_006496855.1	XP_021322460.1	25.197	127	74	3	278	384	194	319	0.012	40.0
XP_006496855.1	NP_956613.2	40.816	49	28	1	265	312	414	462	0.048	38.1
XP_006496855.1	XP_005172568.1	35.593	59	38	0	276	334	475	533	0.14	36.6
XP_006496855.1	NP_878309.1	35.593	59	38	0	276	334	476	534	0.15	36.6
XP_006496855.1	NP_001025376.1	28.947	114	76	3	222	331	282	394	0.19	36.2
XP_006496855.1	NP_001074120.1	32.184	87	46	3	291	365	304	389	0.20	36.2
XP_006496855.1	XP_021330817.1	32.184	87	46	3	291	365	242	327	0.21	36.2
XP_006496855.1	NP_571949.1	35.000	60	39	0	283	342	74	133	0.23	35.4
XP_006496855.1	XP_005173825.1	29.412	51	36	0	273	323	505	555	0.59	34.7
XP_006496855.1	NP_998396.1	29.412	51	36	0	273	323	505	555	0.59	34.7
XP_006496855.1	NP_571917.2	34.783	69	45	0	275	343	228	296	0.68	34.3
XP_006496855.1	NP_001373567.1	26.437	87	64	0	270	356	47	133	0.76	33.9
XP_006496855.1	NP_001070211.1	26.786	56	41	0	279	334	239	294	1.1	33.5
XP_006496855.1	XP_005160605.1	34.615	52	34	0	283	334	642	693	1.2	33.9
XP_006496855.1	XP_021322572.1	29.091	55	39	0	280	334	362	416	1.2	33.5
XP_006496855.1	XP_682933.2	34.615	52	34	0	283	334	616	667	1.4	33.5
XP_006496855.1	XP_021324300.1	34.615	52	34	0	283	334	616	667	1.4	33.5
XP_006496855.1	XP_009292962.1	34.615	52	34	0	283	334	616	667	1.4	33.5
XP_006496855.1	XP_005160914.1	32.836	67	38	1	288	354	80	139	2.1	31.6
XP_006496855.1	NP_001002493.1	32.836	67	38	1	288	354	80	139	2.1	31.6
XP_006496855.1	XP_009292464.1	27.692	65	47	0	270	334	322	386	2.7	32.3
XP_006496855.1	NP_991132.1	21.154	104	59	2	280	383	113	193	3.5	32.0
XP_006496855.1	XP_005169479.1	37.681	69	41	2	275	342	111	178	3.5	31.6
XP_006496855.1	NP_956281.1	26.786	56	41	0	279	334	230	285	3.7	32.0
XP_006496855.1	XP_009292466.1	27.692	65	47	0	270	334	219	283	3.7	32.0
XP_006496855.1	NP_998106.1	37.681	69	41	2	275	342	48	115	4.0	31.2
XP_006496855.1	XP_009304616.1	37.681	69	41	2	275	342	48	115	4.0	31.2
XP_006496855.1	NP_001373344.1	39.583	48	29	0	284	331	31	78	4.4	30.8
XP_006496855.1	XP_001342072.1	39.583	48	29	0	284	331	31	78	4.4	30.8
XP_006496855.1	XP_021327577.1	39.583	48	29	0	284	331	31	78	4.8	30.8
XP_006496855.1	NP_957110.2	48.649	37	18	1	46	82	178	213	5.4	31.6
XP_006496855.1	XP_005162426.1	32.000	50	34	0	274	323	356	405	5.8	31.6
XP_006496855.1	XP_009295312.1	32.000	50	34	0	274	323	356	405	5.8	31.6
XP_006496855.1	NP_001004120.1	40.741	54	32	0	283	336	68	121	6.0	31.2
XP_006496855.1	NP_778208.1	32.000	50	34	0	274	323	309	358	6.1	31.2
XP_006496855.1	XP_005164309.2	26.087	69	37	1	275	343	98	152	6.4	30.8
XP_006496855.1	XP_005170589.1	40.000	45	27	0	287	331	84	128	6.9	30.8
XP_006496855.1	XP_005158021.1	48.649	37	18	1	46	82	205	240	7.1	31.2
XP_006496855.1	XP_005158991.1	31.250	64	37	1	291	354	121	177	7.7	30.4
XP_006496855.1	XP_021325832.1	26.087	69	37	1	275	343	120	174	8.4	30.4
XP_006496855.1	XP_021332464.1	34.524	84	48	3	245	323	28	109	9.1	30.8
XP_006496855.1	XP_005165781.1	34.524	84	48	3	245	323	28	109	9.1	30.8
XP_006496855.1	XP_005160917.1	26.437	87	57	1	279	365	28	107	9.2	29.3
XP_006496855.1	NP_571161.2	48.649	37	11	2	229	264	220	249	9.2	30.8
XP_006496855.1	NP_001121814.1	26.786	56	41	0	279	334	206	261	9.2	30.4
XP_006496855.1	NP_001183987.1	34.524	84	48	3	245	323	28	109	9.2	30.8
XP_006496855.1	NP_001002045.1	26.087	69	37	1	275	343	48	102	9.4	29.6
XP_006496855.1	XP_009302699.1	27.273	55	40	0	280	334	341	395	9.6	30.8
XP_006513756.1	NP_001082998.2	73.091	550	97	7	1	548	1	501	0.0	751
XP_006513756.1	XP_017210416.1	73.578	545	93	7	1	543	1	496	0.0	751
XP_006513756.1	XP_009298216.1	73.578	545	93	7	1	543	1	496	0.0	751
XP_006513756.1	XP_005164504.1	73.578	545	93	7	1	543	1	496	0.0	750
XP_006513756.1	NP_001182125.1	66.239	545	128	7	1	544	29	518	0.0	676
XP_006513756.1	XP_005174319.1	65.378	543	118	6	1	529	1	487	0.0	669
XP_006513756.1	NP_001182126.1	65.378	543	118	6	1	529	1	487	0.0	668
XP_006513756.1	XP_005174318.1	62.051	585	143	8	1	570	1	521	0.0	668
XP_006513756.1	XP_005168950.1	66.607	557	115	11	1	542	1	501	0.0	663
XP_006513756.1	XP_005168952.1	66.607	557	115	11	1	542	1	501	0.0	662
XP_006513756.1	XP_005168951.1	66.607	557	115	11	1	542	1	501	0.0	662
XP_006513756.1	NP_001122197.1	66.607	557	115	11	1	542	1	501	0.0	662
XP_006513756.1	XP_021333242.1	66.607	557	115	11	1	542	1	501	0.0	661
XP_006513756.1	XP_021325878.1	66.857	525	110	7	7	525	35	501	0.0	645
XP_006513756.1	XP_021325881.1	66.286	525	113	7	7	525	35	501	0.0	637
XP_006513756.1	XP_021325882.1	66.286	525	113	7	7	525	35	501	0.0	637
XP_006513756.1	XP_021325879.1	66.286	525	113	7	7	525	35	501	0.0	636
XP_006513756.1	XP_021325883.1	66.286	525	113	7	7	525	35	501	0.0	636
XP_006513756.1	XP_021325880.1	66.286	525	113	7	7	525	35	501	0.0	635
XP_006513756.1	NP_001182170.1	66.286	525	113	7	7	525	35	501	0.0	635
XP_006513756.1	XP_021326541.1	65.660	530	106	8	7	523	35	501	0.0	627
XP_006513756.1	XP_009297824.1	65.660	530	106	8	7	523	35	501	0.0	625
XP_006513756.1	XP_009297823.1	65.660	530	106	8	7	523	35	501	0.0	623
XP_006513756.1	XP_021326531.1	65.094	530	109	8	7	523	35	501	0.0	616
XP_006513756.1	XP_005164094.1	65.094	530	109	8	7	523	35	501	0.0	616
XP_006513756.1	XP_009297820.1	65.094	530	109	8	7	523	35	501	0.0	616
XP_006513756.1	XP_021326532.1	65.094	530	109	8	7	523	35	501	0.0	616
XP_006513756.1	XP_021326520.1	65.094	530	109	8	7	523	35	501	0.0	615
XP_006513756.1	XP_021326518.1	65.094	530	109	8	7	523	35	501	0.0	615
XP_006513756.1	NP_001182169.1	65.094	530	109	8	7	523	35	501	0.0	615
XP_006513756.1	XP_021326530.1	65.094	530	109	8	7	523	35	501	0.0	615
XP_006513756.1	XP_009297818.1	65.094	530	109	8	7	523	35	501	0.0	615
XP_006513756.1	XP_021326522.1	65.094	530	109	8	7	523	35	501	0.0	615
XP_006513756.1	XP_001336524.4	43.291	395	194	5	105	499	55	419	7.09e-98	306
XP_006513756.1	XP_001336524.4	58.333	36	15	0	6	41	15	50	5.18e-06	50.4
XP_006513756.1	XP_695259.4	36.694	496	216	11	9	498	36	439	1.31e-95	312
XP_006513756.1	XP_021332945.1	36.694	496	215	10	9	498	35	437	5.03e-94	308
XP_006513756.1	XP_682848.4	36.694	496	215	10	9	498	35	437	5.03e-94	308
XP_006513756.1	XP_683673.2	35.944	498	220	10	7	498	33	437	1.84e-90	298
XP_006513756.1	XP_005163503.1	35.944	498	220	10	7	498	33	437	1.84e-90	298
XP_006513756.1	XP_005156925.1	31.002	529	282	10	12	531	19	473	7.45e-82	267
XP_006513756.1	XP_021336296.1	31.002	529	282	10	12	531	19	473	7.45e-82	267
XP_006513756.1	NP_001122196.1	31.002	529	282	10	12	531	19	473	7.45e-82	267
XP_006513756.1	XP_005174156.1	38.928	429	198	13	105	525	108	480	4.57e-81	265
XP_006513756.1	XP_005172172.1	41.753	388	164	13	105	484	107	440	1.55e-80	264
XP_006513756.1	XP_021332959.1	41.753	388	164	13	105	484	107	440	1.55e-80	264
XP_006513756.1	NP_001104640.1	35.872	499	186	15	5	484	30	413	2.31e-79	260
